Date,Price,Open,High,Low,Vol.,Change %
5-Oct-10,"1,072.88","1,052.25","1,077.63","1,049.88",-,1.97%
4-Oct-10,"1,052.13","1,050.75","1,060.88","1,042.13",-,0.06%
3-Oct-10,"1,051.50","1,054.63","1,055.00","1,047.13",-,-0.37%
1-Oct-10,"1,055.38","1,102.63","1,104.88","1,055.38",-,-4.29%
30-Sep-10,"1,102.63","1,097.38","1,109.38","1,082.38",-,0.36%
29-Sep-10,"1,098.63","1,107.38","1,109.88","1,086.13",-,-0.80%
28-Sep-10,"1,107.50","1,126.00","1,135.38","1,106.00",-,-1.65%
27-Sep-10,"1,126.13","1,142.50","1,143.38","1,122.13",-,-1.44%
26-Sep-10,"1,142.63","1,126.50","1,143.38","1,126.50",-,1.68%
24-Sep-10,"1,123.75","1,090.63","1,127.63","1,089.88",-,2.99%
23-Sep-10,"1,091.13","1,089.75","1,098.13","1,079.88",-,0.07%
22-Sep-10,"1,090.38","1,084.75","1,092.63","1,081.88",-,0.53%
21-Sep-10,"1,084.63","1,083.63","1,093.75","1,079.50",-,0.08%
20-Sep-10,"1,083.75","1,081.63","1,099.25","1,081.63",-,0.22%
19-Sep-10,"1,081.38","1,069.13","1,081.88","1,068.63",-,1.07%
17-Sep-10,"1,069.88","1,039.75","1,071.63","1,039.75",-,2.88%
16-Sep-10,"1,039.88","1,044.63","1,046.38","1,033.13",-,-0.48%
15-Sep-10,"1,044.88","1,035.63","1,044.88","1,035.38",-,0.95%
14-Sep-10,"1,035.00","1,032.25","1,042.13","1,025.13",-,0.25%
13-Sep-10,"1,032.38","1,027.63","1,040.50","1,026.88",-,0.45%
12-Sep-10,"1,027.75","1,032.63","1,032.63","1,022.88",-,-0.50%
10-Sep-10,"1,032.88","1,043.63","1,046.88","1,031.13",-,-0.97%
9-Sep-10,"1,043.00","1,052.13","1,052.63","1,034.13",-,-0.81%
8-Sep-10,"1,051.50","1,051.38","1,056.63","1,045.13",-,0.05%
7-Sep-10,"1,051.00","1,034.63","1,053.38","1,028.88",-,1.61%
6-Sep-10,"1,034.38","1,035.75","1,038.13","1,032.63",-,-0.13%
5-Sep-10,"1,035.75","1,035.75","1,035.75","1,035.75",-,0.04%
3-Sep-10,"1,035.38","1,011.50","1,040.88","1,009.13",-,2.35%
2-Sep-10,"1,011.63","1,004.75","1,012.63","1,000.88",-,0.70%
1-Sep-10,"1,004.63","1,009.88","1,017.13","1,004.38",-,-0.59%
31-Aug-10,"1,010.63","1,014.63","1,026.88","1,007.13",-,-0.35%
30-Aug-10,"1,014.13","1,030.50","1,033.88","1,010.88",-,-1.60%
29-Aug-10,"1,030.63","1,027.38","1,033.88","1,027.38",-,0.34%
27-Aug-10,"1,027.13","1,015.25","1,029.38","1,014.13",-,1.16%
26-Aug-10,"1,015.38","1,002.50","1,016.50","1,001.38",-,1.25%
25-Aug-10,"1,002.88","1,000.50","1,005.63",993.63,-,0.20%
24-Aug-10,"1,000.88","1,004.75","1,008.00",993.88,-,-0.40%
23-Aug-10,"1,004.88","1,007.38","1,010.63",998.63,-,-0.30%
22-Aug-10,"1,007.88","1,003.50","1,007.88","1,003.50",-,0.35%
20-Aug-10,"1,004.38","1,011.25","1,014.88","1,000.50",-,-0.77%
19-Aug-10,"1,012.13","1,036.88","1,039.88","1,007.00",-,-2.36%
18-Aug-10,"1,036.63","1,046.00","1,048.88","1,026.50",-,-0.86%
17-Aug-10,"1,045.63","1,034.38","1,047.50","1,032.38",-,1.17%
16-Aug-10,"1,033.50","1,041.50","1,050.13","1,030.25",-,-0.76%
15-Aug-10,"1,041.38","1,043.63","1,043.63","1,040.63",-,-0.24%
13-Aug-10,"1,043.88","1,030.13","1,043.88","1,028.50",-,1.35%
12-Aug-10,"1,030.00","1,017.63","1,036.50","1,012.13",-,1.19%
11-Aug-10,"1,017.88","1,023.38","1,027.88","1,013.13",-,-0.55%
10-Aug-10,"1,023.50","1,032.75","1,033.25","1,019.38",-,-0.91%
9-Aug-10,"1,032.88","1,040.63","1,049.13","1,031.88",-,-0.73%
8-Aug-10,"1,040.50","1,039.75","1,040.50","1,034.13",-,0.02%
6-Aug-10,"1,040.25","1,031.50","1,041.13","1,025.38",-,0.86%
5-Aug-10,"1,031.38","1,030.63","1,053.88","1,016.88",-,0.06%
4-Aug-10,"1,030.75","1,021.88","1,034.75","1,017.50",-,0.88%
3-Aug-10,"1,021.75","1,015.50","1,023.38","1,006.13",-,0.68%
2-Aug-10,"1,014.88","1,015.50","1,036.75","1,014.88",-,-0.10%
1-Aug-10,"1,015.88","1,013.25","1,016.88","1,009.25",-,0.20%
30-Jul-10,"1,013.88",994.88,"1,013.88",994.25,-,4.08%
27-Jul-10,974.13,974.63,980.63,970.75,-,-0.08%
26-Jul-10,974.88,988.63,990.63,970.38,-,-1.85%
25-Jul-10,993.25,993.25,993.25,993.25,-,0.01%
23-Jul-10,993.13,989.63,996.5,986.75,-,0.35%
22-Jul-10,989.63,989.25,"1,002.63",983.75,-,0.01%
21-Jul-10,989.5,988.88,996,983.63,-,0.13%
20-Jul-10,988.25,984,990.63,977.13,-,0.48%
19-Jul-10,983.5,995.13,999.75,980.88,-,-1.16%
18-Jul-10,995,999,999,985.13,-,-0.36%
16-Jul-10,998.63,"1,019.13","1,022.25",992.5,-,-1.89%
15-Jul-10,"1,017.88",994.38,"1,021.63",993.88,-,2.35%
14-Jul-10,994.5,997.13,"1,004.13",993.38,-,-0.28%
13-Jul-10,997.25,998.75,"1,003.13",993,-,-0.05%
12-Jul-10,997.75,994.38,"1,008.38",986.38,-,0.25%
11-Jul-10,995.25,994.75,995.25,987.88,-,-0.06%
9-Jul-10,995.88,982.38,997.63,978.38,-,1.48%
8-Jul-10,981.38,969.5,993,962.38,-,1.20%
7-Jul-10,969.75,942.75,971.5,942.63,-,2.85%
6-Jul-10,942.88,942.25,957.88,940.63,-,0.13%
5-Jul-10,941.63,945.63,945.63,938.63,-,-0.42%
4-Jul-10,945.63,945.63,945.63,945.63,-,0.04%
2-Jul-10,945.25,935.38,948.38,934.88,-,1.00%
1-Jul-10,935.88,934.75,938.13,926.5,-,0.16%
30-Jun-10,934.38,933.75,950,927.75,-,0.15%
29-Jun-10,933,931.13,942.5,931.13,-,-1.41%
28-Jun-10,946.38,941,946.38,937.63,-,0.41%
25-Jun-10,942.5,945.5,946.25,940.88,-,0.27%
24-Jun-10,940,949.75,950.38,940,-,-0.54%
23-Jun-10,945.13,952.75,953.88,945.13,-,-1.28%
22-Jun-10,957.38,955.63,961.88,955.63,-,0.18%
21-Jun-10,955.63,961.63,964.5,955.63,-,0.55%
18-Jun-10,950.38,947.25,953.63,946.75,-,0.54%
17-Jun-10,945.25,957.75,963.88,945.25,-,-1.27%
16-Jun-10,957.38,952.63,961.63,952,-,0.55%
15-Jun-10,952.13,950.5,961.63,947.38,-,0.16%
14-Jun-10,950.63,948.13,958.63,946.38,-,0.24%
13-Jun-10,948.38,945.13,949.38,945.13,-,0.32%
11-Jun-10,945.38,934.63,946.88,930.63,-,1.10%
10-Jun-10,935.13,945.5,951.88,930.63,-,-1.11%
9-Jun-10,945.63,928.63,951.5,927,-,1.84%
8-Jun-10,928.5,932.5,937.38,926.38,-,-0.47%
7-Jun-10,932.88,932.5,938.88,928.38,-,0.11%
6-Jun-10,931.88,933.38,934.88,931.25,-,-0.32%
4-Jun-10,934.88,956.38,956.38,931.63,-,-2.24%
3-Jun-10,956.25,935.63,958.38,935.5,-,2.19%
2-Jun-10,935.75,932,936.63,930.88,-,0.42%
1-Jun-10,931.88,940.75,943.63,930.63,-,-0.96%
31-May-10,940.88,942.63,942.88,939.5,-,-0.19%
28-May-10,942.63,953.63,953.88,936.63,-,-1.23%
27-May-10,954.38,943.75,956.13,939.88,-,1.11%
26-May-10,943.88,936.25,943.88,933.13,-,0.88%
25-May-10,935.63,940.63,940.88,927.63,-,-0.52%
24-May-10,940.5,942.5,951.88,937.75,-,-0.20%
23-May-10,942.38,941.5,943.88,941.25,-,0.16%
21-May-10,940.88,943.88,950.38,939.25,-,-0.28%
20-May-10,943.5,944.38,947.63,931.13,-,-0.13%
19-May-10,944.75,936.75,948.13,935.88,-,0.87%
18-May-10,936.63,945.25,949.38,936.63,-,-0.82%
17-May-10,944.38,954.5,954.63,938.13,-,-1.10%
16-May-10,954.88,954.38,954.88,952.75,-,0.24%
14-May-10,952.63,965.25,965.38,951.38,-,-1.22%
13-May-10,964.38,964.38,969.38,959.88,-,-0.01%
12-May-10,964.5,966.38,975.63,959.63,-,-0.06%
11-May-10,965.13,961.75,968.88,953.75,-,0.34%
10-May-10,961.88,961.13,968.88,960.13,-,0.27%
9-May-10,959.25,965.38,966,959.25,-,-0.20%
7-May-10,961.13,952.38,964.38,948.63,-,0.93%
6-May-10,952.25,978.5,982.25,948.63,-,-2.70%
5-May-10,978.63,987.5,992.63,976.25,-,-0.89%
4-May-10,987.38,985.75,990.38,974.13,-,0.18%
3-May-10,985.63,994.13,999.88,984.13,-,-1.41%
30-Apr-10,999.75,997.88,"1,002.13",992.38,-,0.18%
29-Apr-10,998,994.25,"1,006.13",993.63,-,0.34%
28-Apr-10,994.63,991.13,"1,001.88",988.13,-,0.34%
27-Apr-10,991.25,"1,007.50","1,011.38",988.63,-,-1.60%
26-Apr-10,"1,007.38","1,014.88","1,019.88","1,006.38",-,-0.76%
25-Apr-10,"1,015.13","1,005.13","1,015.13","1,005.13",-,0.63%
23-Apr-10,"1,008.75","1,013.00","1,017.00","1,006.88",-,-0.42%
22-Apr-10,"1,013.00","1,006.00","1,015.63","1,002.00",-,0.71%
21-Apr-10,"1,005.88",996.75,"1,015.38",993.38,-,0.90%
20-Apr-10,996.88,991.75,997.63,988.25,-,0.53%
19-Apr-10,991.63,994.38,994.63,982.13,-,-0.29%
18-Apr-10,994.5,991.75,994.75,991.13,-,1.38%
16-Apr-10,981,984.88,989.63,979.13,-,-0.43%
15-Apr-10,985.25,969.38,985.25,964.38,-,1.80%
14-Apr-10,967.88,974.38,975.88,964.88,-,-0.05%
13-Apr-10,968.38,956,972.13,955,-,0.89%
12-Apr-10,959.88,953.13,965.13,952.88,-,0.73%
9-Apr-10,952.88,954.13,963.75,947.38,-,0.63%
8-Apr-10,946.88,948.13,951.75,945.38,-,-0.58%
7-Apr-10,952.38,943.88,956.88,939.63,-,0.82%
6-Apr-10,944.63,936.38,944.63,933.63,-,1.10%
5-Apr-10,934.38,943.88,944.38,932.88,-,-0.77%
1-Apr-10,941.63,940.38,945.13,932.63,-,0.13%
31-Mar-10,940.38,973.63,973.63,930.88,-,-3.46%
30-Mar-10,974.13,969.13,974.13,960.38,-,0.52%
29-Mar-10,969.13,953.63,977.38,953.63,-,1.52%
26-Mar-10,954.63,942.13,954.63,941.88,-,1.33%
25-Mar-10,942.13,958.63,966.38,942.13,-,-1.80%
24-Mar-10,959.38,959.5,962.38,953.38,-,-0.72%
23-Mar-10,966.38,970.88,976.38,964.88,-,-0.26%
22-Mar-10,968.88,961.25,974.88,956.63,-,0.79%
19-Mar-10,961.25,960.13,961.25,952.38,-,0.20%
18-Mar-10,959.38,950.25,962.38,948.88,-,0.05%
17-Mar-10,958.88,945.63,962.13,942.13,-,1.51%
16-Mar-10,944.63,937.25,947.88,935.63,-,1.42%
15-Mar-10,931.38,924.88,933,922.13,-,0.73%
12-Mar-10,924.63,936.38,937.13,923.13,-,-0.67%
11-Mar-10,930.88,951.5,951.5,929.13,-,-2.95%
10-Mar-10,959.13,947.63,964.13,941.88,-,1.27%
9-Mar-10,947.13,949.88,949.88,935.38,-,-0.29%
8-Mar-10,949.88,943.88,951.38,943.88,-,0.77%
5-Mar-10,942.63,943.63,948.88,938.38,-,0.03%
4-Mar-10,942.38,961.63,962.88,937.63,-,-2.32%
3-Mar-10,964.75,963.25,971.38,962.25,-,0.06%
2-Mar-10,964.13,962.38,968.88,957.88,-,0.04%
1-Mar-10,963.75,966.63,967.63,953.88,-,0.12%
26-Feb-10,962.63,946.88,963.88,946.88,-,1.57%
25-Feb-10,947.75,962.38,962.38,942.63,-,-1.52%
24-Feb-10,962.38,959.88,969.38,952.13,-,0.18%
23-Feb-10,960.63,968.38,984.88,959.13,-,-0.80%
22-Feb-10,968.38,954.5,969.88,953.63,-,2.43%
19-Feb-10,945.38,941.38,948.38,937.13,-,0.05%
18-Feb-10,944.88,956.25,957.88,942.13,-,-0.81%
17-Feb-10,952.63,958.88,961.13,948.13,-,-1.17%
16-Feb-10,963.88,958.38,965.88,958.13,-,1.90%
12-Feb-10,945.88,931.63,946.38,926.13,-,0.29%
11-Feb-10,943.13,945.63,946.88,936.13,-,0.53%
10-Feb-10,938.13,924.75,939.5,919.75,-,1.49%
9-Feb-10,924.38,929.25,942.5,920.13,-,-0.55%
8-Feb-10,929.5,927,939.63,925.88,-,1.40%
5-Feb-10,916.63,914.88,921.13,909.13,-,1.17%
4-Feb-10,906,903.88,911.88,900.25,-,-0.38%
3-Feb-10,909.5,924.38,924.38,908.13,-,-1.85%
2-Feb-10,926.63,917.88,929.88,916.88,-,1.70%
1-Feb-10,911.13,915.63,924.38,909.63,-,-0.48%
31-Jan-10,915.5,915.5,915.5,915.5,-,0.03%
29-Jan-10,915.25,933.13,935.13,913.88,-,-1.84%
28-Jan-10,932.38,931.13,935.88,921.13,-,0.13%
27-Jan-10,931.13,948.38,948.38,928.75,-,-1.82%
26-Jan-10,948.38,941.25,949.13,932.63,-,0.80%
25-Jan-10,940.88,950.25,953.13,935.63,-,-0.95%
22-Jan-10,949.88,953,955.75,947.13,-,-0.31%
21-Jan-10,952.88,946.88,959.38,946.88,-,1.09%
20-Jan-10,942.63,964.25,964.25,940.88,-,-2.18%
19-Jan-10,963.63,973.38,974.5,962.88,-,-1.00%
18-Jan-10,973.38,973.38,973.38,973.38,-,-0.05%
15-Jan-10,973.88,981.88,985.88,971.88,-,-0.81%
14-Jan-10,981.88,993.13,993.38,975.38,-,-1.13%
13-Jan-10,993.13,977.88,993.13,972.25,-,1.56%
12-Jan-10,977.88,"1,009.63","1,009.63",969.38,-,-3.17%
11-Jan-10,"1,009.88","1,019.13","1,024.63","1,005.88",-,-0.93%
8-Jan-10,"1,019.38","1,025.75","1,025.75","1,013.38",-,-0.66%
7-Jan-10,"1,026.13","1,057.75","1,057.75","1,024.63",-,-3.02%
6-Jan-10,"1,058.13","1,059.88","1,061.63","1,051.13",-,-0.17%
5-Jan-10,"1,059.88","1,057.88","1,064.38","1,050.63",-,0.17%
4-Jan-10,"1,058.13","1,048.63","1,074.63","1,048.63",-,0.91%
1-Jan-10,"1,048.63","1,048.63","1,048.63","1,048.63",-,-0.06%
